id,firstname,lastname,course,year,gender
2026-1868,Ariel,Razon,BA Soc,4,Female
2026-1869,Olivia,Quisumbing,BAELS,1,Other
2026-1870,Bianca,Jalandoni,BALCS,2,Male
2026-1871,Zoe,Velez,BET-CET,3,Female
2026-1872,Carmen,Calderon,BET-ChET,4,Other
2026-1873,Marnie,Yabut,BET-EET,1,Male
2026-1874,Nathan,Reyes,BET-EST,2,Female
2026-1875,Zoe,Dela Cruz,BET-MET,3,Other
2026-1876,Ivan,Salazar,BET-MMT,4,Male
2026-1877,Finn,Zamora,BS Applied Physics,1,Female
2026-1878,Monica,Samson,BS Bio-Animal Biology,2,Other
2026-1879,Janice,Natividad,BS Bio-Biodiversity,3,Male
2026-1880,Christian,Pascual,BS Bio-Microbiology,4,Female
2026-1881,Patricia,Padilla,BS Bio-Plant Biology,1,Other
2026-1882,Karl,Perez,BS Chem,2,Male
2026-1883,Giselle,Serrano,BS Econ,3,Female
2026-1884,Grace,Ablaza,BS HM,4,Other
2026-1885,Ulysses,Kasim,BS IAM,1,Male
2026-1886,Denise,Guevara,BS Mar,2,Female
2026-1887,Giselle,Belen,BS Math,3,Other
2026-1888,Arman,Khan,BS Physics,4,Male
2026-1889,Wilma,Sanchez,BS Stat,1,Female
2026-1890,Heidi,Aguilar,BSA,2,Other
2026-1891,Ryan,Rosales,BSBA-BE,3,Male
2026-1892,Emilio,Quijano,BSBA-MM,4,Female
2026-1893,Heidi,Nolasco,BSCE,1,Other
2026-1894,Alyssa,Kara,BSCE,2,Male
2026-1895,Carlo,Lim,BSCS,3,Female
2026-1896,Grace,Quiambao,BSCerE,4,Other
2026-1897,Ian,Padilla,BSChE,1,Male
2026-1898,Carlo,Dela Cruz,BSCpE,2,Female
2026-1899,Noah,Pineda,BSECE,3,Other
2026-1900,Dylan,Yabut,BSEE,4,Male
2026-1901,Christian,Ledesma,BSEME,1,Female
2026-1902,Christian,Nolasco,BSENTREP,2,Other
2026-1903,Wendy,Joaquin,BSEnE,3,Male
2026-1904,Irene,Quisumbing,BSIS,4,Female
2026-1905,Daphne,De Leon,BSIT,1,Other
2026-1906,Juan,Ortega,BSME,2,Male
2026-1907,Yvonne,Bautista,BSMEE,3,Female
2026-1908,Laura,Garcia,BSMetE,4,Other
2026-1909,Yvette,Bernardo,BSCE,1,Male
2026-1910,Bea,De Vera,BSPhil,2,Female
2026-1911,Yvonne,Dela Cruz,BSPsych,3,Other
2026-1912,Wesley,Delos Santos,BA Fil,4,Male
2026-1913,Gabriel,Velasco,BA His,1,Female
2026-1914,Isabella,Macaraeg,BA Pan,2,Other
2026-1915,Denise,Ong,BA PoS,3,Male
2026-1916,Nestor,Santiago,BA Psych,4,Female
2026-1917,Neil,Javier,BA Soc,1,Other
2026-1918,George,Estrada,BAELS,2,Male
2026-1919,Grace,Kasim,BALCS,3,Female
2026-1920,Dominic,Quijano,BET-CET,4,Other
2026-1921,Shiela,Castillo,BET-ChET,1,Male
2026-1922,Uriel,Quiambao,BET-EET,2,Female
2026-1923,Naomi,Ocampo,BET-EST,3,Other
2026-1924,Eric,Padilla,BET-MET,4,Male
2026-1925,Clarisse,Calderon,BET-MMT,1,Female
2026-1926,Dominic,Jacinto,BS Applied Physics,2,Other
2026-1927,Adrian,Lacsamana,BS Bio-Animal Biology,3,Male
2026-1928,Yana,Hernandez,BS Bio-Biodiversity,4,Female
2026-1929,Isagani,Espinosa,BS Bio-Microbiology,1,Other
2026-1930,George,Gatdula,BS Bio-Plant Biology,2,Male
2026-1931,Orlando,Hilario,BS Chem,3,Female
2026-1932,Ella,Flores,BS Econ,4,Other
2026-1933,Xavier,Quiambao,BS HM,1,Male
2026-1934,Mia,Kabiling,BS IAM,2,Female
2026-1935,Bella,Alvarez,BS Mar,3,Other
2026-1936,Gavin,Calderon,BS Math,4,Male
2026-1937,Noah,Quiambao,BS Physics,1,Female
2026-1938,Perry,Luna,BS Stat,2,Other
2026-1939,Vera,Domingo,BSA,3,Male
2026-1940,Ophelia,Yabut,BSBA-BE,4,Female
2026-1941,Ulysses,Panganiban,BSBA-MM,1,Other
2026-1942,Angela,Jalandoni,BSCE,2,Male
2026-1943,Nathan,Quinones,BSCE,3,Female
2026-1944,Cedric,Inocencio,BSCS,4,Other
2026-1945,Brian,Luna,BSCerE,1,Male
2026-1946,Faith,Valdez,BSChE,2,Female
2026-1947,Olivia,Tanada,BSCpE,3,Other
2026-1948,Ethan,Paredes,BSECE,4,Male
2026-1949,Grace,Sanchez,BSEE,1,Female
2026-1950,Yvette,Lopez,BSEME,2,Other
2026-1951,Nestor,Neri,BSENTREP,3,Male
2026-1952,Samuel,Yabut,BSEnE,4,Female
2026-1953,Zoe,Belen,BSIS,1,Other
2026-1954,Celeste,Tagle,BSIT,2,Male
2026-1955,Christian,Rivera,BSME,3,Female
2026-1956,Bella,Mercado,BSMEE,4,Other
2026-1957,Denise,Navarro,BSMetE,1,Male
2026-1958,Karl,Joaquin,BSCE,2,Female
2026-1959,Simon,Zamora,BSPhil,3,Other
2026-1960,Daniel,Lopez,BSPsych,4,Male
2026-1961,Elias,Mercado,BA Fil,1,Female
2026-1962,Maya,Estrella,BA His,2,Other
2026-1963,Miguel,Lim,BA Pan,3,Male
2026-1964,Liam,Javier,BA PoS,4,Female
2026-1965,Brian,Alvarez,BA Psych,1,Other
2026-1966,Aiden,Alvarez,BA Soc,2,Male
2026-1967,Nestor,Hernando,BAELS,3,Female
2026-1968,Daphne,Cruz,BALCS,4,Other
2026-1969,Sofia,Paredes,BET-CET,1,Male
2026-1970,Alyssa,Aguilar,BET-ChET,2,Female
2026-1971,Wilma,Nguyen,BET-EET,3,Other
2026-1972,Ulysses,Ramos,BET-EST,4,Male
2026-1973,Victor,Salazar,BET-MET,1,Female
2026-1974,Angela,Calixto,BET-MMT,2,Other
2026-1975,Ian,Garcia,BS Applied Physics,3,Male
2026-1976,Gavin,Calixto,BS Bio-Animal Biology,4,Female
2026-1977,Kenneth,Yabut,BS Bio-Biodiversity,1,Other
2026-1978,Karl,Belen,BS Bio-Microbiology,2,Male
2026-1979,Mila,Hernandez,BS Bio-Plant Biology,3,Female
2026-1980,Daphne,Kabiling,BS Chem,4,Other
2026-1981,Ivan,Soriano,BS Econ,1,Male
2026-1982,Dominic,Bautista,BS HM,2,Female
2026-1983,Enzo,Soriano,BS IAM,3,Other
2026-1984,Ariel,Ramos,BS Mar,4,Male
2026-1985,Jose,Valencia,BS Math,1,Female
2026-1986,Liam,Velasco,BS Physics,2,Other
2026-1987,Joshua,Ocampo,BS Stat,3,Male
2026-1988,Orlando,Ramos,BSA,4,Female
2026-1989,Clarisse,Quisumbing,BSBA-BE,1,Other
2026-1990,Angela,Nguyen,BSBA-MM,2,Male
2026-1991,Laura,Domingo,BSCE,3,Female
2026-1992,Paolo,Ong,BSCE,4,Other
2026-1993,Wesley,Hernandez,BSCS,1,Male
2026-1994,Faith,Fernandez,BSCerE,2,Female
2026-1995,Yvonne,Lopez,BSChE,3,Other
2026-1996,Grace,Osorio,BSCpE,4,Male
2026-1997,Clara,Yason,BSECE,1,Female
2026-1998,Ryan,Madrigal,BSEE,2,Other
2026-1999,Bella,Robles,BSEME,3,Male
2026-2000,Janice,Madrigal,BSENTREP,4,Female
2026-2001,Emilio,Roxas,BSEnE,1,Other
2026-2002,Ivan,Wong,BSIS,2,Male
2026-2003,Emilio,Abad,BSIT,3,Female
2026-2004,Queenie,Tagle,BSME,4,Other
2026-2005,Mia,Baldwin,BSMEE,1,Male
2026-2006,Leah,Quijano,BSMetE,2,Female
2026-2007,Paolo,Navarro,BSCE,3,Other
2026-2008,Wesley,Espinosa,BSPhil,4,Male
2026-2009,Diana,Espinosa,BSPsych,1,Female
2026-2010,Irene,Urbano,BA Fil,2,Other
2026-2011,Daphne,Salvacion,BA His,3,Male
2026-2012,Faye,Lopez,BA Pan,4,Female
2026-2013,Olivia,Joaquin,BA PoS,1,Other
2026-2014,Clara,Baldwin,BA Psych,2,Male
2026-2015,Ariel,Aquino,BA Soc,3,Female
2026-2016,Nina,Roxas,BAELS,4,Other
2026-2017,Hazel,Villanueva,BALCS,1,Male
2026-2018,Enzo,Velasco,BET-CET,2,Female
2026-2019,Jasmine,Bautista,BET-ChET,3,Other
2026-2020,Elena,Salazar,BET-EET,4,Male
2026-2021,Christian,Villanueva,BET-EST,1,Female
2026-2022,Jared,Velez,BET-MET,2,Other
2026-2023,Quinn,Ilagan,BET-MMT,3,Male
2026-2024,Ian,Ong,BS Applied Physics,4,Female
2026-2025,Rafael,Fuentes,BS Bio-Animal Biology,1,Other
2026-2026,Wesley,Lim,BS Bio-Biodiversity,2,Male
2026-2027,Ana,Ibrahim,BS Bio-Microbiology,3,Female
2026-2028,Neil,Lorenzo,BS Bio-Plant Biology,4,Other
2026-2029,Maria,Salazar,BS Chem,1,Male
2026-2030,Ryan,Yabut,BS Econ,2,Female
2026-2031,Isagani,Zamora,BS HM,3,Other
2026-2032,Uriel,Gatdula,BS IAM,4,Male
2026-2033,Tristan,Tan,BS Mar,1,Female
2026-2034,Mila,Fuentes,BS Math,2,Other
2026-2035,Gavin,Osorio,BS Physics,3,Male
2026-2036,Perry,Roxas,BS Stat,4,Female
2026-2037,Lara,Fernandez,BSA,1,Other
2026-2038,Wendy,Castillo,BSBA-BE,2,Male
2026-2039,Celeste,Perez,BSBA-MM,3,Female
2026-2040,Christian,Urbano,BSCE,4,Other
2026-2041,Luis,Espinosa,BSCE,1,Male
2026-2042,Bea,Magtibay,BSCS,2,Female
2026-2043,Yana,Lorenzo,BSCerE,3,Other
2026-2044,Olivia,Natividad,BSChE,4,Male
2026-2045,Eric,Valencia,BSCpE,1,Female
2026-2046,Maya,Kabiling,BSECE,2,Other
2026-2047,Monica,Gatchalian,BSEE,3,Male
2026-2048,Ulysses,Tanada,BSEME,4,Female
2026-2049,Jose,Herrera,BSENTREP,1,Other
2026-2050,Carmen,Zamora,BSEnE,2,Male
2026-2051,Miguel,Gutierrez,BSIS,3,Female
2026-2052,Cedric,Wong,BSIT,4,Other
2026-2053,Jasmine,Padilla,BSME,1,Male
2026-2054,Finn,Gonzales,BSMEE,2,Female
2026-2055,Daphne,Vargas,BSMetE,3,Other
2026-2056,Karl,Paredes,BSCE,4,Male
2026-2057,Jose,Magtibay,BSPhil,1,Female
2026-2058,Emilio,Wong,BSPsych,2,Other
2026-2059,Olivia,Serrano,BA Fil,3,Male
2026-2060,Juan,David,BA His,4,Female
2026-2061,Bella,Abad,BA Pan,1,Other
2026-2062,Yvette,Pascual,BA PoS,2,Male
2026-2063,Uriel,Mendoza,BA Psych,3,Female
2026-2064,Emilio,Cayetano,BA Soc,4,Other
2026-2065,Olivia,Magtibay,BAELS,1,Male
2026-2066,Lara,Yason,BALCS,2,Female
2026-2067,Ophelia,Hernandez,BET-CET,3,Other
2026-2068,Ana,Villanueva,BET-ChET,4,Male
2026-2069,Queenie,Quiambao,BET-EET,1,Female
2026-2070,Yvette,David,BET-EST,2,Other
2026-2071,Ian,Calderon,BET-MET,3,Male
2026-2072,Noah,Mendoza,BET-MMT,4,Female
2026-2073,Cyrus,Estrada,BS Applied Physics,1,Other
2026-2074,Faye,Gatchalian,BS Bio-Animal Biology,2,Male
2026-2075,Brian,Aguilar,BS Bio-Biodiversity,3,Female
2026-2076,Juan,Gonzales,BS Bio-Microbiology,4,Other
2026-2077,Dylan,San Jose,BS Bio-Plant Biology,1,Male
2026-2078,Alyssa,Gonzales,BS Chem,2,Female
2026-2079,Daniel,Zamora,BS Econ,3,Other
2026-2080,Monica,Wong,BS HM,4,Male
2026-2081,Nestor,Soriano,BS IAM,1,Female
2026-2082,Shiela,Fuentes,BS Mar,2,Other
2026-2083,Ella,Uy,BS Math,3,Male
2026-2084,Paolo,Umali,BS Physics,4,Female
2026-2085,Dominic,Lim,BS Stat,1,Other
2026-2086,Denise,Zulueta,BSA,2,Male
2026-2087,Tristan,Guevara,BSBA-BE,3,Female
2026-2088,Brian,Zamora,BSBA-MM,4,Other
2026-2089,Faye,Bermudez,BSCE,1,Male
2026-2090,Ivan,Pineda,BSCE,2,Female
2026-2091,Isagani,Vargas,BSCS,3,Other
2026-2092,Wesley,Salazar,BSCerE,4,Male
2026-2093,Gavin,Tagle,BSChE,1,Female
2026-2094,Quinn,De Vera,BSCpE,2,Other
2026-2095,Heidi,Roxas,BSECE,3,Male
2026-2096,Isagani,Lorenzo,BSEE,4,Female
2026-2097,Quinn,Pascual,BSEME,1,Other
2026-2098,Finn,Joaquin,BSENTREP,2,Male
2026-2099,Celeste,Gatchalian,BSEnE,3,Female
2026-2100,Maria,Bautista,BSIS,4,Other
2026-2101,Giselle,Salvacion,BSIT,1,Male
2026-2102,Irene,Quinto,BSME,2,Female
2026-2103,Nina,Ocampo,BSMEE,3,Other
2026-2104,Wesley,Enriquez,BSMetE,4,Male
2026-2105,Yvette,Robles,BSCE,1,Female
2026-2106,Rita,Sanchez,BSPhil,2,Other
2026-2107,Noah,Guevara,BSPsych,3,Male
2026-2108,Leah,Lacsamana,BA Fil,4,Female
2026-2109,Carlo,Zamora,BA His,1,Other
2026-2110,Bea,Cabrera,BA Pan,2,Male
2026-2111,Joy,Sison,BA PoS,3,Female
2026-2112,Roderick,Del Rosario,BA Psych,4,Other
2026-2113,Samuel,Tanada,BA Soc,1,Male
2026-2114,Bella,Cruz,BAELS,2,Female
2026-2115,Orlando,Salvacion,BALCS,3,Other
2026-2116,Andrea,Castillo,BET-CET,4,Male
2026-2117,Brian,Mercado,BET-ChET,1,Female
2026-2118,Ivan,Padilla,BET-EET,2,Other
2026-2119,Nicole,Fuentes,BET-EST,3,Male
2026-2120,Perry,Flores,BET-MET,4,Female
2026-2121,Martin,Ortega,BET-MMT,1,Other
2026-2122,Eric,Kara,BS Applied Physics,2,Male
2026-2123,Denise,Magtibay,BS Bio-Animal Biology,3,Female
2026-2124,Nestor,Kasim,BS Bio-Biodiversity,4,Other
2026-2125,Patrick,Delos Santos,BS Bio-Microbiology,1,Male
2026-2126,Perry,David,BS Bio-Plant Biology,2,Female
2026-2127,Ana,Panganiban,BS Chem,3,Other
2026-2128,Samuel,Del Rosario,BS Econ,4,Male
2026-2129,Lara,Sison,BS HM,1,Female
2026-2130,Giselle,Valencia,BS IAM,2,Other
2026-2131,Daniel,Quinto,BS Mar,3,Male
2026-2132,Karl,Romero,BS Math,4,Female
2026-2133,Lina,Manansala,BS Physics,1,Other
2026-2134,Bianca,Lopez,BS Stat,2,Male
2026-2135,Ethan,Romero,BSA,3,Female
2026-2136,Mark,Estrada,BSBA-BE,4,Other
2026-2137,Dylan,Zulueta,BSBA-MM,1,Male
2026-2138,Kenneth,Delos Santos,BSCE,2,Female
2026-2139,Bella,Belen,BSCE,3,Other
2026-2140,Rafael,Bernardo,BSCS,4,Male
2026-2141,Angela,Velez,BSCerE,1,Female
2026-2142,Yvonne,San Jose,BSChE,2,Other
2026-2143,Ursula,Khan,BSCpE,3,Male
2026-2144,Cyrus,Serrano,BSECE,4,Female
2026-2145,Selena,Alvarez,BSEE,1,Other
2026-2146,Bella,Lacsamana,BSEME,2,Male
2026-2147,Patricia,Urbano,BSENTREP,3,Female
2026-2148,Gavin,Quinones,BSEnE,4,Other
2026-2149,Kevin,Nguyen,BSIS,1,Male
2026-2150,Bianca,Osorio,BSIT,2,Female
2026-2151,Christian,Jalandoni,BSME,3,Other
2026-2152,Adrian,Fuentes,BSMEE,4,Male
2026-2153,Cyrus,Bernardo,BSMetE,1,Female
2026-2154,Yvette,Delos Santos,BSCE,2,Other
2026-2155,Rafael,Espinosa,BSPhil,3,Male
2026-2156,Valerie,Ramos,BSPsych,4,Female
2026-2157,Ariel,Gutierrez,BA Fil,1,Other
2026-2158,Hannah,Osorio,BA His,2,Male
2026-2159,Simon,Ong,BA Pan,3,Female
2026-2160,Isabella,Lopez,BA PoS,4,Other
2026-2161,Nina,Valencia,BA Psych,1,Male
2026-2162,Yvette,Yabut,BA Soc,2,Female
2026-2163,Frances,Uy,BAELS,3,Other
2026-2164,Gavin,Lorenzo,BALCS,4,Male
2026-2165,Zion,Macaraeg,BET-CET,1,Female
2026-2166,Samuel,Yap,BET-ChET,2,Other
2026-2167,Rita,Soriano,BET-EET,3,Male
2026-2168,Ethan,David,BET-EST,4,Female
2026-2169,Frances,Gatdula,BET-MET,1,Other
2026-2170,Faye,Kasim,BET-MMT,2,Male
2026-2171,Alyssa,Ong,BS Applied Physics,3,Female
2026-2172,Elias,Romero,BS Bio-Animal Biology,4,Other
2026-2173,Ophelia,Gatchalian,BS Bio-Biodiversity,1,Male
2026-2174,Gavin,Yap,BS Bio-Microbiology,2,Female
2026-2175,Ariana,Quisumbing,BS Bio-Plant Biology,3,Other
2026-2176,Yvonne,Sison,BS Chem,4,Male
2026-2177,Janice,Delos Santos,BS Econ,1,Female
2026-2178,Celeste,Torres,BS HM,2,Other
2026-2179,Uriel,Samson,BS IAM,3,Male
2026-2180,Janice,Torres,BS Mar,4,Female
2026-2181,Andrea,Umali,BS Math,1,Other
2026-2182,Sofia,Pascual,BS Physics,2,Male
2026-2183,Grace,Urbano,BS Stat,3,Female
2026-2184,Carlo,Sison,BSA,4,Other
2026-2185,Sofia,Bautista,BSBA-BE,1,Male
2026-2186,Maya,Bautista,BSBA-MM,2,Female
2026-2187,Gabriel,Perez,BSCE,3,Other
2026-2188,Mila,Tanada,BSCE,4,Male
2026-2189,Wesley,David,BSCS,1,Female
2026-2190,Shiela,Valdez,BSCerE,2,Other
2026-2191,Faith,Nguyen,BSChE,3,Male
2026-2192,Roderick,Roxas,BSCpE,4,Female
2026-2193,Patricia,Wong,BSECE,1,Other
2026-2194,Maria,Bermudez,BSEE,2,Male
2026-2195,Nathan,Yason,BSEME,3,Female
2026-2196,Samuel,Inocencio,BSENTREP,4,Other
2026-2197,Ophelia,David,BSEnE,1,Male
2026-2198,Tessa,Quiambao,BSIS,2,Female
2026-2199,Ella,Kabiling,BSIT,3,Other
2026-2200,Denise,Garcia,BSME,4,Male
2026-2201,Liam,Garcia,BSMEE,1,Female
2026-2202,Naomi,Kasim,BSMetE,2,Other
2026-2203,George,De Leon,BSCE,3,Male
2026-2204,Karl,Samson,BSPhil,4,Female
2026-2205,Quinn,Cruz,BSPsych,1,Other
2026-2206,Kevin,Quisumbing,BA Fil,2,Male
2026-2207,Clara,Uy,BA His,3,Female
2026-2208,Marnie,Velasco,BA Pan,4,Other
2026-2209,Patrick,Baldwin,BA PoS,1,Male
2026-2210,Noah,Bernardo,BA Psych,2,Female
2026-2211,Nathan,Khan,BA Soc,3,Other
2026-2212,Wilma,Castillo,BAELS,4,Male
2026-2213,Jose,Castillo,BALCS,1,Female
2026-2214,Heidi,Javier,BET-CET,2,Other
2026-2215,Yvonne,Ramos,BET-ChET,3,Male
2026-2216,Hannah,Santiago,BET-EET,4,Female
2026-2217,Brenda,Salvacion,BET-EST,1,Other
2026-2218,Carmen,Benedicto,BET-MET,2,Male
2026-2219,Diana,Domingo,BET-MMT,3,Female
2026-2220,Queenie,Ong,BS Applied Physics,4,Other
2026-2221,Neil,Ong,BS Bio-Animal Biology,1,Male
2026-2222,Perry,Paredes,BS Bio-Biodiversity,2,Female
2026-2223,Christian,Herrera,BS Bio-Microbiology,3,Other
2026-2224,Arman,Santiago,BS Bio-Plant Biology,4,Male
2026-2225,Ana,David,BS Chem,1,Female
2026-2226,Nicole,Salazar,BS Econ,2,Other
2026-2227,Lourdes,Lacsamana,BS HM,3,Male
2026-2228,Jasmine,Navarro,BS IAM,4,Female
2026-2229,Queenie,Quijano,BS Mar,1,Other
2026-2230,Frances,Tan,BS Math,2,Male
2026-2231,Naomi,Wong,BS Physics,3,Female
2026-2232,Lara,Uy,BS Stat,4,Other
2026-2233,Cyrus,Uy,BSA,1,Male
2026-2234,Uriel,Pineda,BSBA-BE,2,Female
2026-2235,Ophelia,Joaquin,BSBA-MM,3,Other
2026-2236,Kevin,Soriano,BSCE,4,Male
2026-2237,Rafael,Morales,BSCE,1,Female
2026-2238,Tobias,Kara,BSCS,2,Other
2026-2239,Laura,Herrera,BSCerE,3,Male
2026-2240,Faith,Garcia,BSChE,4,Female
2026-2241,Paolo,Del Rosario,BSCpE,1,Other
2026-2242,Tobias,Aguilar,BSECE,2,Male
2026-2243,Shiela,Reyes,BSEE,3,Female
2026-2244,Valerie,Uy,BSEME,4,Other
2026-2245,Irene,Belen,BSENTREP,1,Male
2026-2246,Wendy,Quinones,BSEnE,2,Female
2026-2247,Sebastian,Cruz,BSIS,3,Other
2026-2248,Luis,Tiongson,BSIT,4,Male
2026-2249,Ariana,Razon,BSME,1,Female
2026-2250,Joy,San Jose,BSMEE,2,Other
2026-2251,Karl,Robles,BSMetE,3,Male
2026-2252,Leo,Bernardo,BSCE,4,Female
2026-2253,Bella,Rivera,BSPhil,1,Other
2026-2254,Paula,Kabiling,BSPsych,2,Male
2026-2255,Brian,Abad,BA Fil,3,Female
2026-2256,Mark,David,BA His,4,Other
2026-2257,Arman,Gatchalian,BA Pan,1,Male
2026-2258,Ursula,Nguyen,BA PoS,2,Female
2026-2259,Ariana,Morales,BA Psych,3,Other
2026-2260,Denise,Herrera,BA Soc,4,Male
2026-2261,Denise,Lacsamana,BAELS,1,Female
2026-2262,Maya,Co,BALCS,2,Other
2026-2263,Denise,Pascual,BET-CET,3,Male
2026-2264,Joshua,Rosales,BET-ChET,4,Female
2026-2265,Ian,Domingo,BET-EET,1,Other
2026-2266,Shiela,Espinosa,BET-EST,2,Male
2026-2267,Ariana,Ocampo,BET-MET,3,Female
2026-2268,Katherine,Flores,BET-MMT,4,Other
2026-2269,Hazel,Samson,BS Applied Physics,1,Male
2026-2270,Uriel,Kasim,BS Bio-Animal Biology,2,Female
2026-2271,Orlando,Hernando,BS Bio-Biodiversity,3,Other
2026-2272,Isagani,Madrigal,BS Bio-Microbiology,4,Male
2026-2273,Angela,Tiongson,BS Bio-Plant Biology,1,Female
2026-2274,Heidi,Abad,BS Chem,2,Other
2026-2275,Nina,Ong,BS Econ,3,Male
2026-2276,Valerie,Rivera,BS HM,4,Female
2026-2277,Ophelia,Quiambao,BS IAM,1,Other
2026-2278,Grace,Bermudez,BS Mar,2,Male
2026-2279,Nina,Soriano,BS Math,3,Female
2026-2280,Ulysses,Alvarez,BS Physics,4,Other
2026-2281,Diana,David,BS Stat,1,Male
2026-2282,Tobias,Belen,BSA,2,Female
2026-2283,Maya,Zamora,BSBA-BE,3,Other
2026-2284,Simon,Estrada,BSBA-MM,4,Male
2026-2285,Noah,Zamora,BSCE,1,Female
2026-2286,Yvette,Belen,BSCE,2,Other
2026-2287,Ursula,Cabrera,BSCS,3,Male
2026-2288,Tobias,Tagle,BSCerE,4,Female
2026-2289,Simon,Serrano,BSChE,1,Other
2026-2290,Kenneth,Joaquin,BSCpE,2,Male
2026-2291,Paula,Santiago,BSECE,3,Female
2026-2292,Marnie,Cabrera,BSEE,4,Other
2026-2293,Emilio,Mercado,BSEME,1,Male
2026-2294,Ursula,Neri,BSENTREP,2,Female
2026-2295,Maya,Del Rosario,BSEnE,3,Other
2026-2296,Miguel,Yason,BSIS,4,Male
2026-2297,Cyrus,De Leon,BSIT,1,Female
2026-2298,Bella,Herrera,BSME,2,Other
2026-2299,Jasmine,Aquino,BSMEE,3,Male
2026-2300,Vincent,Cayetano,BSMetE,4,Female
2026-2301,Noah,Baldwin,BSCE,1,Other
2026-2302,Maya,Nguyen,BSPhil,2,Male
2026-2303,Mila,Wong,BSPsych,3,Female
2026-2304,Mila,Pascual,BA Fil,4,Other
2026-2305,Clarisse,De Leon,BA His,1,Male
2026-2306,Sofia,Perez,BA Pan,2,Female
2026-2307,Mark,Calderon,BA PoS,3,Other
2026-2308,Samuel,Ibrahim,BA Psych,4,Male
2026-2309,Clarisse,Co,BA Soc,1,Female
2026-2310,Joy,Herrera,BAELS,2,Other
2026-2311,Xavier,Baldwin,BALCS,3,Male
2026-2312,Shiela,Joaquin,BET-CET,4,Female
2026-2313,Nicole,Hilario,BET-ChET,1,Other
2026-2314,Janice,Uy,BET-EET,2,Male
2026-2315,Mila,Rosales,BET-EST,3,Female
2026-2316,Jared,Tagle,BET-MET,4,Other
2026-2317,Elena,Diaz,BET-MMT,1,Male
2026-2318,Emilio,Yap,BS Applied Physics,2,Female
2026-2319,Ramon,Diaz,BS Bio-Animal Biology,3,Other
2026-2320,Shiela,Cabrera,BS Bio-Biodiversity,4,Male
2026-2321,Enzo,Luna,BS Bio-Microbiology,1,Female
2026-2322,Valerie,Hilario,BS Bio-Plant Biology,2,Other
2026-2323,Frances,Natividad,BS Chem,3,Male
2026-2324,Giselle,Fernandez,BS Econ,4,Female
2026-2325,Olivia,Mercado,BS HM,1,Other
2026-2326,Wendy,Gatdula,BS IAM,2,Male
2026-2327,Neil,Torres,BS Mar,3,Female
2026-2328,Vera,Manalo,BS Math,4,Other
2026-2329,Althea,Delos Santos,BS Physics,1,Male
2026-2330,Juan,Perez,BS Stat,2,Female
2026-2331,Alyssa,Tan,BSA,3,Other
2026-2332,Isabella,Ilagan,BSBA-BE,4,Male
2026-2333,Zachary,Samson,BSBA-MM,1,Female
2026-2334,Ryan,Calixto,BSCE,2,Other
2026-2335,Tristan,Estrella,BSCE,3,Male
2026-2336,Eric,Salazar,BSCS,4,Female
2026-2337,Jared,Dizon,BSCerE,1,Other
2026-2338,Isabella,Natividad,BSChE,2,Male
2026-2339,Zoe,Luna,BSCpE,3,Female
2026-2340,Clarisse,Pascual,BSECE,4,Other
2026-2341,Dominic,Sanchez,BSEE,1,Male
2026-2342,Eric,Dizon,BSEME,2,Female
2026-2343,Adrian,Velez,BSENTREP,3,Other
2026-2344,Lara,Guevara,BSEnE,4,Male
2026-2345,Adrian,Sison,BSIS,1,Female
2026-2346,Jose,David,BSIT,2,Other
2026-2347,Maria,De Leon,BSME,3,Male
2026-2348,Sofia,Wong,BSMEE,4,Female
2026-2349,Jared,Quisumbing,BSMetE,1,Other
2026-2350,Denise,Gutierrez,BSCE,2,Male
2026-2351,Ulysses,Manalo,BSPhil,3,Female
2026-2352,Jose,Ibrahim,BSPsych,4,Other
2026-2353,Kenneth,Mercado,BA Fil,1,Male
2026-2354,Zachary,Espinosa,BA His,2,Female
2026-2355,Yvonne,Wong,BA Pan,3,Other
2026-2356,Wendy,Calderon,BA PoS,4,Male
2026-2357,Mark,Isidro,BA Psych,1,Female
2026-2358,Ryan,Tan,BA Soc,2,Other
2026-2359,Enzo,Ramos,BAELS,3,Male
2026-2360,Irene,Delos Santos,BALCS,4,Female
2026-2361,Ella,Pascual,BET-CET,1,Other
2026-2362,Ana,Quinto,BET-ChET,2,Male
2026-2363,Frances,Quijano,BET-EET,3,Female
2026-2364,Leo,Garcia,BET-EST,4,Other
2026-2365,Bianca,Padilla,BET-MET,1,Male
2026-2366,Katherine,Kara,BET-MMT,2,Female
2026-2367,Elena,Garcia,BS Applied Physics,3,Other
2026-2368,Olivia,Lorenzo,BS Bio-Animal Biology,4,Male
2026-2369,Roderick,Ledesma,BS Bio-Biodiversity,1,Female
2026-2370,Ariel,Wong,BS Bio-Microbiology,2,Other
2026-2371,Tristan,Fuentes,BS Bio-Plant Biology,3,Male
2026-2372,Giselle,Morales,BS Chem,4,Female
2026-2373,Simon,Neri,BS Econ,1,Other
2026-2374,Lourdes,Jacinto,BS HM,2,Male
2026-2375,Patricia,Pineda,BS IAM,3,Female
2026-2376,Joshua,Zamora,BS Mar,4,Other
2026-2377,Leah,Neri,BS Math,1,Male
2026-2378,Katherine,Padilla,BS Physics,2,Female
2026-2379,George,Soriano,BS Stat,3,Other
2026-2380,Ivan,Domingo,BSA,4,Male
2026-2381,Kenneth,Estrada,BSBA-BE,1,Female
